run_id,strategy,seq_len,num_peers,replication,churn_rate,seed,token_block,layer_group_size,layer_block_size,decode_steps,chunks_per_step,decode_step_latency_ms_p50,decode_step_latency_ms_p95,decode_step_latency_ms_p99,chunk_get_latency_ms_p95,chunk_success_rate,decode_step_success_rate,timeout_rate,avg_hops_per_chunk,bytes_transferred_total,useful_bytes_total,bytes_overhead_ratio,storage_amplification,peer_utilization_p50,peer_utilization_p95,eviction_events_count,recovery_repair_events_count
run_00026,token_layer_group,1024,32,1,0.0,6,32,2,,5,352,3.45,4.45,4.45,3.0,1.0,1.0,0.0,1.9347,230686720,230686720,1.0,1.0,1179648.0,3368550.4,0,0
run_00027,token_layer_group,1024,32,1,0.0,7,32,2,,5,352,3.45,4.45,4.45,3.0,1.0,1.0,0.0,1.925,230686720,230686720,1.0,1.0,1179648.0,3656908.8,0,0
run_00028,token_layer_group,1024,32,1,0.0,8,32,2,,5,352,3.45,3.45,4.45,2.0,1.0,1.0,0.0,1.5364,230686720,230686720,1.0,1.0,1048576,3604480.0,0,0
run_00029,token_layer_group,1024,32,1,0.0,9,32,2,,5,352,3.45,4.45,4.45,3.0,1.0,1.0,0.0,1.6739,230686720,230686720,1.0,1.0,1245184.0,3145728.0,0,0
run_00030,token_layer_group,128,32,1,0.05,0,32,2,,5,44,3.45,4.45,4.45,3.0,1.0,1.0,0.0,1.9227,28835840,28835840,1.0,1.0,393216,524288,0,6
run_00031,token_layer_group,128,32,1,0.05,1,32,2,,5,44,2.45,4.45,4.45,3.0,1.0,1.0,0.0,1.6136,28835840,28835840,1.0,1.0,262144,655360,0,8
run_00032,token_layer_group,128,32,1,0.05,2,32,2,,5,44,3.45,4.45,5.45,3.0,1.0,1.0,0.0,2.0773,28835840,28835840,1.0,1.0,262144,524288,0,2
run_00033,token_layer_group,128,32,1,0.05,3,32,2,,5,44,3.45,4.45,5.45,3.0,1.0,1.0,0.0,1.8818,28835840,28835840,1.0,1.0,262144.0,714342.4,0,2
run_00034,token_layer_group,128,32,1,0.05,4,32,2,,5,44,4.45,4.45,5.45,3.0,1.0,1.0,0.0,2.4545,28835840,28835840,1.0,1.0,262144.0,655360.0,0,6
run_00035,token_layer_group,128,32,1,0.05,5,32,2,,5,44,3.95,4.45,5.45,3.0,1.0,1.0,0.0,2.1727,28835840,28835840,1.0,1.0,262144,616038.4,0,3
run_00036,token_layer_group,128,32,1,0.05,6,32,2,,5,44,4.45,4.45,4.45,3.0,1.0,1.0,0.0,2.3227,28835840,28835840,1.0,1.0,262144,524288.0,0,7
run_00037,token_layer_group,128,32,1,0.05,7,32,2,,5,44,3.45,4.45,4.45,3.0,1.0,1.0,0.0,2.0455,28835840,28835840,1.0,1.0,393216,786432,0,16
run_00038,token_layer_group,128,32,1,0.05,8,32,2,,5,44,3.45,4.45,5.45,3.0,1.0,1.0,0.0,1.9682,28835840,28835840,1.0,1.0,262144,786432,0,3
run_00039,token_layer_group,128,32,1,0.05,9,32,2,,5,44,3.45,4.45,4.45,3.0,1.0,1.0,0.0,2.0273,28835840,28835840,1.0,1.0,262144,642252.8,0,7
run_00040,token_layer_group,512,32,1,0.05,0,32,2,,5,176,3.45,4.45,4.45,3.0,1.0,1.0,0.0,1.6398,115343360,115343360,1.0,1.0,655360.0,2025062.4,0,32
run_00041,token_layer_group,512,32,1,0.05,1,32,2,,5,176,3.45,4.45,5.45,3.0,1.0,1.0,0.0,1.7886,115343360,115343360,1.0,1.0,655360.0,2863923.2,0,36
run_00042,token_layer_group,512,32,1,0.05,2,32,2,,5,176,3.45,4.45,4.45,3.0,1.0,1.0,0.0,1.9409,115343360,115343360,1.0,1.0,786432.0,1703936.0,0,17
run_00043,token_layer_group,512,32,1,0.05,3,32,2,,5,176,3.45,4.45,4.45,3.0,1.0,1.0,0.0,1.7193,115343360,115343360,1.0,1.0,851968.0,1644953.6,0,24
run_00044,token_layer_group,512,32,1,0.05,4,32,2,,5,176,3.45,4.45,4.45,3.0,1.0,1.0,0.0,1.7307,115343360,115343360,1.0,1.0,786432,1900544.0,0,19
run_00045,token_layer_group,512,32,1,0.05,5,32,2,,5,176,3.45,4.45,4.45,3.0,1.0,1.0,0.0,1.7761,115343360,115343360,1.0,1.0,786432,1782579.2,0,32
run_00046,token_layer_group,512,32,1,0.05,6,32,2,,5,176,3.45,4.45,4.45,3.0,1.0,1.0,0.0,1.9636,115343360,115343360,1.0,1.0,655360,1769472.0,0,27
run_00047,token_layer_group,512,32,1,0.05,7,32,2,,5,176,3.45,4.45,4.45,3.0,1.0,1.0,0.0,1.9318,115343360,115343360,1.0,1.0,655360.0,1952972.8,0,25
run_00048,token_layer_group,512,32,1,0.05,8,32,2,,5,176,3.45,4.45,4.45,3.0,1.0,1.0,0.0,1.6784,115343360,115343360,1.0,1.0,655360,2228224.0,0,42
run_00049,token_layer_group,512,32,1,0.05,9,32,2,,5,176,2.45,4.45,4.45,3.0,1.0,1.0,0.0,1.5795,115343360,115343360,1.0,1.0,524288.0,2319974.4,0,19
run_00050,token_layer_group,1024,32,1,0.05,0,32,2,,5,352,3.45,4.45,5.45,3.0,1.0,1.0,0.0,1.6886,230686720,230686720,1.0,1.0,1310720,4456448.0,0,99
run_00051,token_layer_group,1024,32,1,0.05,1,32,2,,5,352,3.45,4.45,5.45,3.0,1.0,1.0,0.0,1.7256,230686720,230686720,1.0,1.0,1310720,6029312.0,0,109
run_00052,token_layer_group,1024,32,1,0.05,2,32,2,,5,352,3.45,4.45,4.45,3.0,1.0,1.0,0.0,1.5989,230686720,230686720,1.0,1.0,1310720.0,4023910.4,0,48
run_00053,token_layer_group,1024,32,1,0.05,3,32,2,,5,352,3.45,4.45,4.45,3.0,1.0,1.0,0.0,1.6812,230686720,230686720,1.0,1.0,1441792.0,3951820.8,0,49
run_00054,token_layer_group,1024,32,1,0.05,4,32,2,,5,352,2.45,4.45,4.45,3.0,1.0,1.0,0.0,1.7517,230686720,230686720,1.0,1.0,1507328.0,4213964.8,0,111
